Value,Date,Type_id,Description
424366.407,2020-06-05 00:00:00+02:00,2,No CO2 emission eq.
386395.50399999996,2020-06-06 00:00:00+02:00,2,No CO2 emission eq.
456774.1609999999,2020-06-07 00:00:00+02:00,2,No CO2 emission eq.
453674.583,2020-06-08 00:00:00+02:00,2,No CO2 emission eq.
446654.31600000005,2020-06-09 00:00:00+02:00,2,No CO2 emission eq.
403755.422,2020-06-10 00:00:00+02:00,2,No CO2 emission eq.
476097.9559999999,2020-06-11 00:00:00+02:00,2,No CO2 emission eq.
531540.9020000001,2020-06-12 00:00:00+02:00,2,No CO2 emission eq.
454318.65599999996,2020-06-13 00:00:00+02:00,2,No CO2 emission eq.
365710.441,2020-06-14 00:00:00+02:00,2,No CO2 emission eq.
12564.288,2020-06-15 00:00:00+02:00,2,No CO2 emission eq.
